order_id|order_pos|order_line_value|customer_country
15|2|1|"DE"
15|3|1|"DE"
15|4|1|"DE"
15|5|1|"DE"
15|6|1|"DE"
16|0|1|"AM"
16|1|1|"AM"
16|2|1|"AM"
16|3|1|"AM"
17|0|1|"DE"
17|1|1|"DE"
17|2|1|"DE"
17|3|1|"DE"
17|4|1|"DE"
18|0|1|"DE"
18|1|1|"DE"
18|2|1|"DE"
18|3|1|"DE"
18|4|1|"DE"
18|5|1|"DE"
18|6|1|"DE"
18|7|1|"DE"
18|8|1|"DE"
18|9|1|"DE"
18|10|1|"DE"
18|11|1|"DE"
18|12|1|"DE"
18|13|1|"DE"
19|0|1|"FR"
19|1|1|"FR"
19|2|1|"FR"
19|3|1|"FR"
19|4|1|"FR"
19|5|1|"FR"
19|6|1|"FR"
19|7|1|"FR"
19|8|1|"FR"
19|9|1|"FR"
19|10|1|"FR"
19|11|1|"FR"
19|12|1|"FR"
19|13|1|"FR"
19|14|1|"FR"
19|15|1|"FR"
19|16|1|"FR"
19|17|1|"FR"
19|18|1|"FR"
19|19|1|"FR"
20|0|1|"DE"
20|1|1|"DE"
20|2|1|"DE"
20|3|1|"DE"
20|4|1|"DE"
20|5|1|"DE"
20|6|1|"DE"
20|7|1|"DE"
20|8|1|"DE"
20|9|1|"DE"
20|10|1|"DE"
20|11|1|"DE"
20|12|1|"DE"
20|13|1|"DE"
20|14|1|"DE"
21|0|1|"DE"
21|1|1|"DE"
21|2|1|"DE"
21|3|1|"DE"
21|4|1|"DE"
21|5|1|"DE"
21|6|1|"DE"
21|7|1|"DE"
22|0|1|"DE"
22|1|1|"DE"
22|2|1|"DE"
22|3|1|"DE"
22|4|1|"DE"
22|5|1|"DE"
22|6|1|"DE"
22|7|1|"DE"
22|8|1|"DE"
22|9|1|"DE"
22|10|1|"DE"
22|11|1|"DE"
22|12|1|"DE"
22|13|1|"DE"
22|14|1|"DE"
22|15|1|"DE"
22|16|1|"DE"
22|17|1|"DE"
23|0|1|"DE"
23|1|1|"DE"
23|2|1|"DE"
23|3|1|"DE"
23|4|1|"DE"
23|5|1|"DE"
23|6|1|"DE"
24|0|1|"DE"
24|1|1|"DE"
24|2|1|"DE"
24|3|1|"DE"
24|4|1|"DE"
24|5|1|"DE"
25|0|1|"DE"
25|1|1|"DE"
25|2|1|"DE"
25|3|1|"DE"
25|4|1|"DE"
25|5|1|"DE"
25|6|1|"DE"
25|7|1|"DE"
25|8|1|"DE"
25|9|1|"DE"
25|10|1|"DE"
25|11|1|"DE"
25|12|1|"DE"
25|13|1|"DE"
25|14|1|"DE"
26|0|1|"DE"
26|1|1|"DE"
26|2|1|"DE"
26|3|1|"DE"
26|4|1|"DE"
26|5|1|"DE"
27|0|1|"DE"
27|1|1|"DE"
27|2|1|"DE"
27|3|1|"DE"
27|4|1|"DE"
27|5|1|"DE"
27|6|1|"DE"
27|7|1|"DE"
27|8|1|"DE"
27|9|1|"DE"
27|10|1|"DE"
27|11|1|"DE"
27|12|1|"DE"
27|13|1|"DE"
27|14|1|"DE"
27|15|1|"DE"
27|16|1|"DE"
27|17|1|"DE"
27|18|1|"DE"
27|19|1|"DE"
28|0|1|"HN"
28|1|1|"HN"
28|2|1|"HN"
28|3|1|"HN"
28|4|1|"HN"
28|5|1|"HN"
28|6|1|"HN"
28|7|1|"HN"
28|8|1|"HN"
28|9|1|"HN"
28|10|1|"HN"
28|11|1|"HN"
28|12|1|"HN"
28|13|1|"HN"
28|14|1|"HN"
28|15|1|"HN"
29|0|1|"MS"
29|1|1|"MS"
29|2|1|"MS"
29|3|1|"MS"
29|4|1|"MS"
29|5|1|"MS"
29|6|1|"MS"
29|7|1|"MS"
30|0|1|"KW"
30|1|1|"KW"
30|2|1|"KW"
30|3|1|"KW"
31|0|1|"RO"
31|1|1|"RO"
31|2|1|"RO"
31|3|1|"RO"
31|4|1|"RO"
31|5|1|"RO"
31|6|1|"RO"
31|7|1|"RO"
31|8|1|"RO"
31|9|1|"RO"
31|10|1|"RO"
31|11|1|"RO"
31|12|1|"RO"
31|13|1|"RO"
31|14|1|"RO"
31|15|1|"RO"
32|0|1|"FR"
32|1|1|"FR"
32|2|1|"FR"
32|3|1|"FR"
32|4|1|"FR"
32|5|1|"FR"
32|6|1|"FR"
32|7|1|"FR"
32|8|1|"FR"
32|9|1|"FR"
32|10|1|"FR"
32|11|1|"FR"
32|12|1|"FR"
32|13|1|"FR"
32|14|1|"FR"
32|15|1|"FR"
32|16|1|"FR"
32|17|1|"FR"
32|18|1|"FR"
32|19|1|"FR"
33|0|1|"SV"
33|1|1|"SV"
33|2|1|"SV"
33|3|1|"SV"
33|4|1|"SV"
33|5|1|"SV"
33|6|1|"SV"
33|7|1|"SV"
33|8|1|"SV"
33|9|1|"SV"
33|10|1|"SV"
33|11|1|"SV"
33|12|1|"SV"
34|0|1|"DE"
34|1|1|"DE"
34|2|1|"DE"
34|3|1|"DE"
34|4|1|"DE"
34|5|1|"DE"
34|6|1|"DE"
34|7|1|"DE"
34|8|1|"DE"
34|9|1|"DE"
34|10|1|"DE"
34|11|1|"DE"
34|12|1|"DE"
34|13|1|"DE"
34|14|1|"DE"
34|15|1|"DE"
34|16|1|"DE"
34|17|1|"DE"
34|18|1|"DE"
35|0|1|"AG"
35|1|1|"AG"
35|2|1|"AG"
35|3|1|"AG"
36|0|1|"DE"
36|1|1|"DE"
36|2|1|"DE"
36|3|1|"DE"
36|4|1|"DE"
36|5|1|"DE"
36|6|1|"DE"
36|7|1|"DE"
36|8|1|"DE"
36|9|1|"DE"
36|10|1|"DE"
36|11|1|"DE"
37|0|1|"DE"
37|1|1|"DE"
38|0|1|"DE"
38|1|1|"DE"
38|2|1|"DE"
38|3|1|"DE"
38|4|1|"DE"
38|5|1|"DE"
38|6|1|"DE"
38|7|1|"DE"
38|8|1|"DE"
38|9|1|"DE"
38|10|1|"DE"
38|11|1|"DE"
38|12|1|"DE"
38|13|1|"DE"
38|14|1|"DE"
38|15|1|"DE"
38|16|1|"DE"
39|0|1|"DE"
39|1|1|"DE"
39|2|1|"DE"
39|3|1|"DE"
39|4|1|"DE"
39|5|1|"DE"
39|6|1|"DE"
39|7|1|"DE"
39|8|1|"DE"
39|9|1|"DE"
39|10|1|"DE"
39|11|1|"DE"
39|12|1|"DE"
39|13|1|"DE"
39|14|1|"DE"
39|15|1|"DE"
39|16|1|"DE"
39|17|1|"DE"
39|18|1|"DE"
40|0|1|"DE"
40|1|1|"DE"
40|2|1|"DE"
40|3|1|"DE"
40|4|1|"DE"
40|5|1|"DE"
40|6|1|"DE"
40|7|1|"DE"
40|8|1|"DE"
41|0|1|"DE"
41|1|1|"DE"
41|2|1|"DE"
41|3|1|"DE"
41|4|1|"DE"
41|5|1|"DE"
41|6|1|"DE"
41|7|1|"DE"
41|8|1|"DE"
42|0|1|"CM"
42|1|1|"CM"
42|2|1|"CM"
42|3|1|"CM"
42|4|1|"CM"
42|5|1|"CM"
42|6|1|"CM"
42|7|1|"CM"
42|8|1|"CM"
42|9|1|"CM"
42|10|1|"CM"
42|11|1|"CM"
42|12|1|"CM"
42|13|1|"CM"
42|14|1|"CM"
42|15|1|"CM"
42|16|1|"CM"
43|0|1|"DE"
43|1|1|"DE"
43|2|1|"DE"
43|3|1|"DE"
43|4|1|"DE"
43|5|1|"DE"
43|6|1|"DE"
43|7|1|"DE"
43|8|1|"DE"
43|9|1|"DE"
44|0|1|"TC"
44|1|1|"TC"
44|2|1|"TC"
44|3|1|"TC"
44|4|1|"TC"
44|5|1|"TC"
44|6|1|"TC"
44|7|1|"TC"
44|8|1|"TC"
44|9|1|"TC"
45|0|1|"BR"
45|1|1|"BR"
45|2|1|"BR"
46|0|1|"DE"
46|1|1|"DE"
46|2|1|"DE"
46|3|1|"DE"
46|4|1|"DE"
46|5|1|"DE"
46|6|1|"DE"
46|7|1|"DE"
46|8|1|"DE"
46|9|1|"DE"
47|0|1|"CH"
47|1|1|"CH"
47|2|1|"CH"
47|3|1|"CH"
47|4|1|"CH"
47|5|1|"CH"
47|6|1|"CH"
47|7|1|"CH"
47|8|1|"CH"
47|9|1|"CH"
48|0|1|"CK"
48|1|1|"CK"
48|2|1|"CK"
48|3|1|"CK"
48|4|1|"CK"
48|5|1|"CK"
48|6|1|"CK"
48|7|1|"CK"
48|8|1|"CK"
48|9|1|"CK"
48|10|1|"CK"
48|11|1|"CK"
48|12|1|"CK"
48|13|1|"CK"
48|14|1|"CK"
48|15|1|"CK"
48|16|1|"CK"
48|17|1|"CK"
48|18|1|"CK"
48|19|1|"CK"
49|0|1|"DE"
49|1|1|"DE"
49|2|1|"DE"
49|3|1|"DE"
49|4|1|"DE"
49|5|1|"DE"
49|6|1|"DE"
49|7|1|"DE"
49|8|1|"DE"
49|9|1|"DE"
49|10|1|"DE"
49|11|1|"DE"
49|12|1|"DE"
50|0|1|"CH"
50|1|1|"CH"
50|2|1|"CH"
50|3|1|"CH"
50|4|1|"CH"
50|5|1|"CH"
50|6|1|"CH"
50|7|1|"CH"
50|8|1|"CH"
50|9|1|"CH"
50|10|1|"CH"
50|11|1|"CH"
50|12|1|"CH"
50|13|1|"CH"
50|14|1|"CH"
50|15|1|"CH"
50|16|1|"CH"
51|0|1|"KN"
51|1|1|"KN"
51|2|1|"KN"
51|3|1|"KN"
51|4|1|"KN"
51|5|1|"KN"
51|6|1|"KN"
51|7|1|"KN"
51|8|1|"KN"
51|9|1|"KN"
51|10|1|"KN"
51|11|1|"KN"
51|12|1|"KN"
51|13|1|"KN"
52|0|1|"CH"
52|1|1|"CH"
52|2|1|"CH"
52|3|1|"CH"
52|4|1|"CH"
52|5|1|"CH"
52|6|1|"CH"
53|0|1|"NP"
53|1|1|"NP"
53|2|1|"NP"
53|3|1|"NP"
53|4|1|"NP"
53|5|1|"NP"
53|6|1|"NP"
53|7|1|"NP"
53|8|1|"NP"
53|9|1|"NP"
54|0|1|"HT"
54|1|1|"HT"
54|2|1|"HT"
54|3|1|"HT"
54|4|1|"HT"
54|5|1|"HT"
55|0|1|"BF"
55|1|1|"BF"
55|2|1|"BF"
55|3|1|"BF"
55|4|1|"BF"
55|5|1|"BF"
55|6|1|"BF"
55|7|1|"BF"
55|8|1|"BF"
55|9|1|"BF"
55|10|1|"BF"
55|11|1|"BF"
55|12|1|"BF"
55|13|1|"BF"
55|14|1|"BF"
55|15|1|"BF"
55|16|1|"BF"
55|17|1|"BF"
55|18|1|"BF"
56|0|1|"FR"
56|1|1|"FR"
57|0|1|"TJ"
57|1|1|"TJ"
57|2|1|"TJ"
57|3|1|"TJ"
58|0|1|"DE"
58|1|1|"DE"
58|2|1|"DE"
58|3|1|"DE"
58|4|1|"DE"
58|5|1|"DE"
58|6|1|"DE"
59|0|1|"FR"
59|1|1|"FR"
59|2|1|"FR"
59|3|1|"FR"
59|4|1|"FR"
59|5|1|"FR"
59|6|1|"FR"
59|7|1|"FR"
59|8|1|"FR"
59|9|1|"FR"
59|10|1|"FR"
59|11|1|"FR"
59|12|1|"FR"
59|13|1|"FR"
59|14|1|"FR"
59|15|1|"FR"
59|16|1|"FR"
59|17|1|"FR"
60|0|1|"DE"
60|1|1|"DE"
60|2|1|"DE"
60|3|1|"DE"
60|4|1|"DE"
60|5|1|"DE"
60|6|1|"DE"
60|7|1|"DE"
61|0|1|"DE"
61|1|1|"DE"
61|2|1|"DE"
61|3|1|"DE"
61|4|1|"DE"
61|5|1|"DE"
61|6|1|"DE"
61|7|1|"DE"
61|8|1|"DE"
61|9|1|"DE"
61|10|1|"DE"
62|0|1|"WF"
62|1|1|"WF"
62|2|1|"WF"
62|3|1|"WF"
62|4|1|"WF"
62|5|1|"WF"
62|6|1|"WF"
62|7|1|"WF"
62|8|1|"WF"
62|9|1|"WF"
62|10|1|"WF"
62|11|1|"WF"
63|0|1|"DE"
63|1|1|"DE"
63|2|1|"DE"
63|3|1|"DE"
63|4|1|"DE"
63|5|1|"DE"
63|6|1|"DE"
63|7|1|"DE"
63|8|1|"DE"
64|0|1|"DE"
64|1|1|"DE"
64|2|1|"DE"
64|3|1|"DE"
64|4|1|"DE"
64|5|1|"DE"
64|6|1|"DE"
64|7|1|"DE"
64|8|1|"DE"
64|9|1|"DE"
64|10|1|"DE"
64|11|1|"DE"
64|12|1|"DE"
64|13|1|"DE"
64|14|1|"DE"
64|15|1|"DE"
64|16|1|"DE"
64|17|1|"DE"
64|18|1|"DE"
64|19|1|"DE"
65|0|1|"DE"
65|1|1|"DE"
65|2|1|"DE"
65|3|1|"DE"
65|4|1|"DE"
65|5|1|"DE"
65|6|1|"DE"
65|7|1|"DE"
65|8|1|"DE"
65|9|1|"DE"
66|0|1|"AX"
66|1|1|"AX"
67|0|1|"DE"
67|1|1|"DE"
67|2|1|"DE"
67|3|1|"DE"
67|4|1|"DE"
67|5|1|"DE"
68|0|1|"LI"
68|1|1|"LI"
68|2|1|"LI"
68|3|1|"LI"
68|4|1|"LI"
68|5|1|"LI"
68|6|1|"LI"
68|7|1|"LI"
68|8|1|"LI"
69|0|1|"DE"
69|1|1|"DE"
69|2|1|"DE"
69|3|1|"DE"
69|4|1|"DE"
70|0|1|"DE"
70|1|1|"DE"
70|2|1|"DE"
70|3|1|"DE"
70|4|1|"DE"
70|5|1|"DE"
70|6|1|"DE"
70|7|1|"DE"
70|8|1|"DE"
71|0|1|"DE"
71|1|1|"DE"
71|2|1|"DE"
71|3|1|"DE"
71|4|1|"DE"
71|5|1|"DE"
71|6|1|"DE"
71|7|1|"DE"
71|8|1|"DE"
71|9|1|"DE"
71|10|1|"DE"
71|11|1|"DE"
71|12|1|"DE"
72|0|1|"IQ"
72|1|1|"IQ"
72|2|1|"IQ"
72|3|1|"IQ"
72|4|1|"IQ"
72|5|1|"IQ"
72|6|1|"IQ"
72|7|1|"IQ"
73|0|1|"RE"
73|1|1|"RE"
73|2|1|"RE"
73|3|1|"RE"
73|4|1|"RE"
73|5|1|"RE"
73|6|1|"RE"
73|7|1|"RE"
73|8|1|"RE"
73|9|1|"RE"
73|10|1|"RE"
73|11|1|"RE"
73|12|1|"RE"
73|13|1|"RE"
73|14|1|"RE"
73|15|1|"RE"
73|16|1|"RE"
74|0|1|"DE"
74|1|1|"DE"
74|2|1|"DE"
74|3|1|"DE"
74|4|1|"DE"
74|5|1|"DE"
74|6|1|"DE"
74|7|1|"DE"
74|8|1|"DE"
74|9|1|"DE"
74|10|1|"DE"
74|11|1|"DE"
74|12|1|"DE"
75|0|1|"DE"
75|1|1|"DE"
75|2|1|"DE"
75|3|1|"DE"
75|4|1|"DE"
75|5|1|"DE"
75|6|1|"DE"
75|7|1|"DE"
75|8|1|"DE"
75|9|1|"DE"
75|10|1|"DE"
75|11|1|"DE"
76|0|1|"DE"
76|1|1|"DE"
76|2|1|"DE"
76|3|1|"DE"
76|4|1|"DE"
76|5|1|"DE"
76|6|1|"DE"
76|7|1|"DE"
76|8|1|"DE"
76|9|1|"DE"
76|10|1|"DE"
76|11|1|"DE"
76|12|1|"DE"
77|0|1|"LT"
77|1|1|"LT"
77|2|1|"LT"
77|3|1|"LT"
77|4|1|"LT"
77|5|1|"LT"
77|6|1|"LT"
77|7|1|"LT"
77|8|1|"LT"
77|9|1|"LT"
77|10|1|"LT"
77|11|1|"LT"
77|12|1|"LT"
77|13|1|"LT"
77|14|1|"LT"
77|15|1|"LT"
77|16|1|"LT"
77|17|1|"LT"
78|0|1|"DE"
78|1|1|"DE"
78|2|1|"DE"
78|3|1|"DE"
78|4|1|"DE"
78|5|1|"DE"
78|6|1|"DE"
78|7|1|"DE"
78|8|1|"DE"
78|9|1|"DE"
78|10|1|"DE"
78|11|1|"DE"
78|12|1|"DE"
78|13|1|"DE"
78|14|1|"DE"
78|15|1|"DE"
78|16|1|"DE"
78|17|1|"DE"
79|0|1|"DE"
79|1|1|"DE"
79|2|1|"DE"
79|3|1|"DE"
79|4|1|"DE"
79|5|1|"DE"
79|6|1|"DE"
79|7|1|"DE"
79|8|1|"DE"
79|9|1|"DE"
79|10|1|"DE"
79|11|1|"DE"
79|12|1|"DE"
79|13|1|"DE"
80|0|1|"DE"
80|1|1|"DE"
80|2|1|"DE"
80|3|1|"DE"
80|4|1|"DE"
80|5|1|"DE"
80|6|1|"DE"
81|0|1|"DE"
81|1|1|"DE"
81|2|1|"DE"
81|3|1|"DE"
81|4|1|"DE"
81|5|1|"DE"
81|6|1|"DE"
81|7|1|"DE"
82|0|1|"DE"
82|1|1|"DE"
83|0|1|"DE"
83|1|1|"DE"
83|2|1|"DE"
83|3|1|"DE"
83|4|1|"DE"
84|0|1|"DE"
84|1|1|"DE"
84|2|1|"DE"
84|3|1|"DE"
84|4|1|"DE"
84|5|1|"DE"
84|6|1|"DE"
84|7|1|"DE"
85|0|1|"DE"
85|1|1|"DE"
85|2|1|"DE"
85|3|1|"DE"
85|4|1|"DE"
85|5|1|"DE"
85|6|1|"DE"
85|7|1|"DE"
85|8|1|"DE"
85|9|1|"DE"
85|10|1|"DE"
85|11|1|"DE"
85|12|1|"DE"
85|13|1|"DE"
85|14|1|"DE"
85|15|1|"DE"
85|16|1|"DE"
85|17|1|"DE"
85|18|1|"DE"
85|19|1|"DE"
86|0|1|"DE"
86|1|1|"DE"
86|2|1|"DE"
86|3|1|"DE"
86|4|1|"DE"
86|5|1|"DE"
86|6|1|"DE"
86|7|1|"DE"
86|8|1|"DE"
86|9|1|"DE"
86|10|1|"DE"
86|11|1|"DE"
86|12|1|"DE"
86|13|1|"DE"
86|14|1|"DE"
86|15|1|"DE"
86|16|1|"DE"
87|0|1|"DE"
87|1|1|"DE"
87|2|1|"DE"
87|3|1|"DE"
87|4|1|"DE"
87|5|1|"DE"
87|6|1|"DE"
87|7|1|"DE"
87|8|1|"DE"
87|9|1|"DE"
87|10|1|"DE"
87|11|1|"DE"
87|12|1|"DE"
87|13|1|"DE"
87|14|1|"DE"
88|0|1|"DE"
88|1|1|"DE"
88|2|1|"DE"
88|3|1|"DE"
88|4|1|"DE"
88|5|1|"DE"
89|0|1|"DE"
89|1|1|"DE"
89|2|1|"DE"
89|3|1|"DE"
89|4|1|"DE"
90|0|1|"DE"
90|1|1|"DE"
90|2|1|"DE"
90|3|1|"DE"
90|4|1|"DE"
90|5|1|"DE"
90|6|1|"DE"
90|7|1|"DE"
90|8|1|"DE"
90|9|1|"DE"
90|10|1|"DE"
90|11|1|"DE"
90|12|1|"DE"
90|13|1|"DE"
91|0|1|"DE"
91|1|1|"DE"
91|2|1|"DE"
91|3|1|"DE"
91|4|1|"DE"
91|5|1|"DE"
91|6|1|"DE"
91|7|1|"DE"
91|8|1|"DE"
91|9|1|"DE"
91|10|1|"DE"
91|11|1|"DE"
91|12|1|"DE"
91|13|1|"DE"
91|14|1|"DE"
91|15|1|"DE"
91|16|1|"DE"
91|17|1|"DE"
91|18|1|"DE"
91|19|1|"DE"
92|0|1|"DE"
92|1|1|"DE"
92|2|1|"DE"
92|3|1|"DE"
92|4|1|"DE"
92|5|1|"DE"
92|6|1|"DE"
92|7|1|"DE"
92|8|1|"DE"
92|9|1|"DE"
92|10|1|"DE"
92|11|1|"DE"
92|12|1|"DE"
92|13|1|"DE"
92|14|1|"DE"
92|15|1|"DE"
92|16|1|"DE"
93|0|1|"DE"
93|1|1|"DE"
93|2|1|"DE"
93|3|1|"DE"
93|4|1|"DE"
93|5|1|"DE"
93|6|1|"DE"
93|7|1|"DE"
93|8|1|"DE"
93|9|1|"DE"
93|10|1|"DE"
94|0|1|"GW"
94|1|1|"GW"
94|2|1|"GW"
94|3|1|"GW"
94|4|1|"GW"
94|5|1|"GW"
94|6|1|"GW"
94|7|1|"GW"
94|8|1|"GW"
94|9|1|"GW"
94|10|1|"GW"
94|11|1|"GW"
94|12|1|"GW"
94|13|1|"GW"
94|14|1|"GW"
94|15|1|"GW"
94|16|1|"GW"
94|17|1|"GW"
95|0|1|"DE"
95|1|1|"DE"
95|2|1|"DE"
95|3|1|"DE"
95|4|1|"DE"
95|5|1|"DE"
95|6|1|"DE"
95|7|1|"DE"
95|8|1|"DE"
95|9|1|"DE"
95|10|1|"DE"
95|11|1|"DE"
96|0|1|"DE"
96|1|1|"DE"
96|2|1|"DE"
96|3|1|"DE"
96|4|1|"DE"
96|5|1|"DE"
96|6|1|"DE"
96|7|1|"DE"
96|8|1|"DE"
96|9|1|"DE"
96|10|1|"DE"
96|11|1|"DE"
96|12|1|"DE"
96|13|1|"DE"
96|14|1|"DE"
96|15|1|"DE"
96|16|1|"DE"
96|17|1|"DE"
97|0|1|"DE"
97|1|1|"DE"
98|0|1|"DE"
98|1|1|"DE"
99|0|1|"FR"
99|1|1|"FR"
99|2|1|"FR"
99|3|1|"FR"
